"site_id","name","lat","lon","acres","state","notes"
"KY-DC-0004","Flexential Louisville Downtown","38.25424","-85.75941","","KY","Status: operational; City: Louisville"
"KY-DC-0005","Flexential Louisville East","38.25424","-85.75941","","KY","Status: operational; City: Louisville"
"MN-DC-0024","Flexential Minneapolis Chaska","44.78941","-93.60218","","MN","Status: operational; City: Chaska"
"TN-DC-0015","Flexential Nashville Brentwood","36.03312","-86.78278","","TN","Status: operational; City: Brentwood"
"TN-DC-0016","Flexential Nashville Cool Springs","35.15496","-86.09218","","TN","Status: operational; City: Franklin"
"TN-DC-0017","Flexential Nashville Franklin","35.15496","-86.09218","","TN","Status: operational; City: Franklin"
"FL-DC-0030","Flexential North Tampa","27.94752","-82.45843","","FL","Status: operational; City: Tampa"
"PA-DC-0016","Flexential Philadelphia Collegeville","40.18566","-75.45157","","PA","Status: operational; City: Collegeville"
"AZ-DC-0028","Flexential Phoenix Deer Valley","33.44838","-112.07404","","AZ","Status: operational; City: Phoenix"
"OR-DC-0015","Flexential Portland Hillsboro 1","45.52289","-122.98983","","OR","Status: operational; City: Hillsboro"
"OR-DC-0016","Flexential Portland Hillsboro 2","45.52289","-122.98983","","OR","Status: operational; City: Hillsboro"
"OR-DC-0017","Flexential Portland Hillsboro 3","45.52289","-122.98983","","OR","Status: operational; City: Hillsboro"
"OR-DC-0018","Flexential Portland Hillsboro 4","45.52289","-122.98983","","OR","Status: operational; City: Hillsboro"
"OR-DC-0019","Flexential Portland Hillsboro 5","45.52289","-122.98983","","OR","Status: operational; City: Hillsboro"
"OR-DC-0020","Flexential Portland Hillsboro 6","45.52289","-122.98983","","OR","Status: operational; City: Hillsboro"
"NC-DC-0014","Flexential Raleigh","35.82348","-78.82556","","NC","Status: operational; City: Morrisville"
"VA-DC-0106","Flexential Richmond","37.93705","-76.72968","","VA","Status: operational; City: Richmond"
"UT-DC-0011","Flexential Salt Lake City Downtown","40.76078","-111.89105","","UT","Status: operational; City: Salt Lake City"
"UT-DC-0012","Flexential Salt Lake City Fair Park","40.76078","-111.89105","","UT","Status: operational; City: Salt Lake City"
"UT-DC-0013","Flexential Salt Lake City Millcreek","40.76078","-111.89105","","UT","Status: operational; City: Salt Lake City"
"UT-DC-0014","Flexential Salt Lake City South Valley","40.60967","-111.9391","","UT","Status: operational; City: West Jordan"
"FL-DC-0031","Flexential West Tampa","27.94752","-82.45843","","FL","Status: operational; City: Tampa"
"OH-DC-0042","Foxconn Lordstown","41.16561","-80.85758","","OH","Status: under_construction; City: Lordstown"
"WI-DC-0009","Foxconn Mount Pleasant","42.69743","-87.85577","","WI","Status: operational; City: Mount Pleasant"
"MN-DC-0025","Frattalone Companies - Monticello Tech Campus","45.30552","-93.79414","","MN","Status: permitting; City: Monticello"
"MN-DC-0026","Frattalone Companies - Monticello Tech Park Phase 1","45.30552","-93.79414","","MN","Status: under_construction; City: Monticello"
"OH-DC-0043","Frontier Group - Conesville Industrial Park","40.30164","-81.92001","","OH","Status: under_construction; City: Coshocton"
"PA-DC-0017","Frontier Group - Shippingport Industrial Park","40.63201","-80.41395","","PA","Status: approved; City: Shippingport"
"TX-DC-0115","Galaxy Digital Helios","33.47648","-100.85569","","TX","Status: under_construction; City: Spur"
"VA-DC-0107","Gigaland Remington","38.53374","-77.80833","","VA","Status: paused; City: Remington"
"CA-DC-0091","Goodman Innovation Centre San Jose","37.33939","-121.89496","","CA","Status: announced; City: San Jose"
"CA-DC-0092","Goodman LAX01 Vernon","34.0039","-118.23007","","CA","Status: under_construction; City: Vernon"
"TX-DC-0116","Google Armstrong County","35.11172","-101.36322","","TX","Status: under_construction; City: Claude"
"SC-DC-0005","Google Berkeley County","33.19632","-80.01429","","SC","Status: operational; City: Moncks Corner"
"IA-DC-0009","Google Cedar Rapids","42.00833","-91.64407","","IA","Status: under_construction; City: Cedar Rapids"
"VA-DC-0108","Google Chesterfield County","37.37709","-77.50499","","VA","Status: announced; City: Chesterfield"
"OH-DC-0044","Google Columbus","39.80923","-82.9724","","OH","Status: under_construction; City: Lockbourne"
"IA-DC-0010","Google Council Bluffs","41.26194","-95.86083","","IA","Status: operational; City: Council Bluffs"
"SC-DC-0006","Google Dorchester County","33.09572","-80.31537","","SC","Status: under_construction; City: Ridgeville"
"SC-DC-0007","Google Dorchester County St George","33.186","-80.57565","","SC","Status: under_construction; City: St George"
"GA-DC-0036","Google Douglas County","33.794","-84.66049","","GA","Status: operational; City: Lithia Springs"
"TX-DC-0117","Google Haskell County","33.17823","-99.7303","","TX","Status: under_construction; City: Haskell"
"NV-DC-0013","Google Henderson","36.0397","-114.98194","","NV","Status: operational; City: Henderson"
"AL-DC-0005","Google Jackson County","34.94758","-85.71442","","AL","Status: operational; City: Bridgeport"
"OH-DC-0045","Google Lancaster","39.71368","-82.59933","","OH","Status: operational; City: Lancaster"
"NC-DC-0015","Google Lenoir","35.01626","-80.07839","","NC","Status: operational; City: Lenoir"
"NE-DC-0005","Google Lincoln","41.04777","-100.74523","","NE","Status: operational; City: Lincoln"
"VA-DC-0109","Google Loudoun County","39.11566","-77.5636","","VA","Status: operational; City: Leesburg"
"OK-DC-0009","Google Mayes County","36.30843","-95.31691","","OK","Status: operational; City: Pryor"
"AZ-DC-0029","Google Mesa","33.42227","-111.82264","","AZ","Status: under_construction; City: Mesa"
"TX-DC-0118","Google Midlothian","32.48236","-96.99445","","TX","Status: operational; City: Midlothian"
"TN-DC-0018","Google Montgomery County","36.52977","-87.35945","","TN","Status: operational; City: Clarksville"
"OK-DC-0010","Google Muskogee County","35.66593","-95.42275","","OK","Status: announced; City: Summit"
"OH-DC-0046","Google New Albany","40.08117","-82.80879","","OH","Status: operational; City: New Albany"
"OK-DC-0011","Google Oklahoma City","36.13981","-96.10889","","OK","Status: under_construction; City: Sand Springs"
"NE-DC-0006","Google Omaha","41.25626","-95.94043","","NE","Status: operational; City: Omaha"
"NE-DC-0007","Google Papillion","41.15444","-96.04224","","NE","Status: operational; City: Papillion"
"MN-DC-0027","Google Pine Island","44.20135","-92.6463","","MN","Status: under_construction; City: Pine Island"
"TX-DC-0119","Google Red Oak","32.51764","-96.80444","","TX","Status: operational; City: Red Oak"
"OK-DC-0012","Google Stillwater","36.11561","-97.05837","","OK","Status: announced; City: Stillwater"
"NV-DC-0014","Google Storey County","39.53491","-119.75269","","NV","Status: operational; City: Sparks"
"OR-DC-0021","Google The Dalles","45.59456","-121.17868","","OR","Status: operational; City: The Dalles"
"AR-DC-0002","Google West Memphis","35.14648","-90.18454","","AR","Status: announced; City: West Memphis"
"TX-DC-0120","Google Wilbarger County","34.15536","-99.26628","","TX","Status: under_construction; City: Vernon"
"NM-DC-0002","H5 Data Centers Albuquerque","35.08449","-106.65114","","NM","Status: operational; City: Albuquerque"
"VA-DC-0110","H5 Data Centers Ashburn","39.04372","-77.48749","","VA","Status: operational; City: Ashburn"
"GA-DC-0037","H5 Data Centers Atlanta","33.749","-84.38798","","GA","Status: operational; City: Atlanta"
"NY-DC-0016","H5 Data Centers Buffalo","43.17061","-78.69031","","NY","Status: operational; City: Lockport"
"NC-DC-0016","H5 Data Centers Charlotte","35.22709","-80.84313","","NC","Status: operational; City: Charlotte"
"IL-DC-0051","H5 Data Centers Chicago","41.85003","-87.65005","","IL","Status: operational; City: Chicago"
"OH-DC-0047","H5 Data Centers Cincinnati","39.12711","-84.51439","","OH","Status: operational; City: Cincinnati"
"OH-DC-0048","H5 Data Centers Cincinnati II","39.12711","-84.51439","","OH","Status: operational; City: Cincinnati"
"OH-DC-0049","H5 Data Centers Cleveland","41.4995","-81.69541","","OH","Status: operational; City: Cleveland"
"CO-DC-0021","H5 Data Centers Denver","39.61721","-104.95081","","CO","Status: operational; City: Greenwood Village"
"VA-DC-0111","H5 Data Centers Herndon","38.96955","-77.3861","","VA","Status: operational; City: Herndon"
"MN-DC-0028","H5 Data Centers Minneapolis","44.94441","-93.09327","","MN","Status: operational; City: Saint Paul"
"TN-DC-0019","H5 Data Centers Nashville","36.16589","-86.78444","","TN","Status: operational; City: Nashville"
"NJ-DC-0032","H5 Data Centers New Jersey","40.78955","-74.05653","","NJ","Status: operational; City: Secaucus"
"NY-DC-0017","H5 Data Centers New York","40.77427","-73.96981","","NY","Status: operational; City: New York"
"NE-DC-0008","H5 Data Centers Omaha","41.18389","-96.03113","","NE","Status: operational; City: La Vista"
"PA-DC-0018","H5 Data Centers Philadelphia","40.00764","-75.13396","","PA","Status: operational; City: Philadelphia"
"AZ-DC-0030","H5 Data Centers Phoenix","33.30616","-111.84125","","AZ","Status: operational; City: Chandler"
"PA-DC-0019","H5 Data Centers Pittsburgh","40.44062","-79.99589","","PA","Status: operational; City: Pittsburgh"
"OR-DC-0022","H5 Data Centers Portland","45.52345","-122.67621","","OR","Status: operational; City: Portland"
"WA-DC-0021","H5 Data Centers Quincy","47.2343","-119.85255","","WA","Status: operational; City: Quincy"
"WA-DC-0022","H5 Data Centers Quincy II","47.2343","-119.85255","","WA","Status: operational; City: Quincy"
"WA-DC-0023","H5 Data Centers Quincy III","47.2343","-119.85255","","WA","Status: operational; City: Quincy"
"TX-DC-0121","H5 Data Centers San Antonio","29.42412","-98.49363","","TX","Status: operational; City: San Antonio"
"CA-DC-0093","H5 Data Centers San Luis Obispo","35.38742","-120.4522","","CA","Status: operational; City: San Luis Obispo"
"WA-DC-0024","H5 Data Centers Seattle","47.60621","-122.33207","","WA","Status: operational; City: Seattle"
"CA-DC-0094","H5 Data Centers Silicon Valley","37.36883","-122.03635","","CA","Status: operational; City: Sunnyvale"
"MO-DC-0007","H5 Data Centers St Louis","38.64068","-90.44341","","MO","Status: operational; City: St. Louis"
"FL-DC-0032","H5 Data Centers Tampa","27.94752","-82.45843","","FL","Status: operational; City: Tampa"
"VA-DC-0112","H5 Data Centers Virginia Chantilly","38.89428","-77.4311","","VA","Status: operational; City: Chantilly"
"PA-DC-0020","Harrisburg I LLC Dauphin Highlands","40.2737","-76.88442","","PA","Status: announced; City: Harrisburg"
"GA-DC-0038","Hillwood 75 South Data Center Campus","33.26087","-84.28416","","GA","Status: announced; City: Spalding County"
"IL-DC-0052","Hillwood Joliet Technology Center","41.52519","-88.0834","","IL","Status: approved; City: Joliet"
"TX-DC-0122","Hillwood T5@Alliance","32.72541","-97.32085","","TX","Status: operational; City: Fort Worth"
"IN-DC-0009","Hobart Devco Campus","41.53226","-87.25504","","IN","Status: approved; City: Hobart"
"PA-DC-0021","Homer City Redevelopment","40.5434","-79.16226","","PA","Status: under_construction; City: Homer City"
"IL-DC-0053","Hut 8 Logan Prairie","40.12456","-89.36755","","IL","Status: permitting; City: Logan County"
"LA-DC-0005","Hut 8 River Bend","30.44332","-91.18747","","LA","Status: under_construction; City: Baton Rouge"
"TX-DC-0123","Hut 8 Salt Creek","31.44716","-104.51742","","TX","Status: operational; City: Culberson County"
"TX-DC-0124","Hut 8 Vega","35.24283","-102.42826","","TX","Status: operational; City: Vega"
"GA-DC-0039","INAP Atlanta 1033 Jefferson","33.749","-84.38798","","GA","Status: operational; City: Atlanta"
"GA-DC-0040","INAP Atlanta 250 Williams","33.749","-84.38798","","GA","Status: operational; City: Atlanta"
"MA-DC-0014","INAP Boston 50 Innerbelt","42.3876","-71.0995","","MA","Status: operational; City: Somerville"
"MA-DC-0015","INAP Boston 70 Innerbelt","42.3876","-71.0995","","MA","Status: operational; City: Somerville"
"IL-DC-0054","INAP Chicago 350 Cermak","41.85003","-87.65005","","IL","Status: operational; City: Chicago"
"IL-DC-0055","INAP Chicago Elk Grove","42.00392","-87.97035","","IL","Status: operational; City: Elk Grove Village"
"TX-DC-0125","INAP Dallas Akard","32.76663","-96.77787","","TX","Status: operational; City: Dallas"
"TX-DC-0126","INAP Dallas Plano","33.01984","-96.69889","","TX","Status: operational; City: Plano"
"TX-DC-0127","INAP Dallas Stemmons","32.76663","-96.77787","","TX","Status: operational; City: Dallas"
"CO-DC-0022","INAP Denver","39.64777","-104.98776","","CO","Status: operational; City: Englewood"
"TX-DC-0128","INAP Houston","31.31773","-95.42268","","TX","Status: operational; City: Houston"
"CA-DC-0095","INAP Los Angeles 7th St","34.19801","-118.26102","","CA","Status: operational; City: Los Angeles"
"CA-DC-0096","INAP Los Angeles El Segundo","33.91918","-118.41647","","CA","Status: operational; City: El Segundo"
"FL-DC-0033","INAP Miami","25.77427","-80.19366","","FL","Status: operational; City: Miami"
"NY-DC-0018","INAP New York 111 8th","40.77427","-73.96981","","NY","Status: operational; City: New York"
"NY-DC-0019","INAP New York 75 Broad","40.77427","-73.96981","","NY","Status: operational; City: New York"
"CA-DC-0097","INAP Oakland","37.80437","-122.2708","","CA","Status: operational; City: Oakland"
"PA-DC-0022","INAP Philadelphia 401 Broad","40.00764","-75.13396","","PA","Status: operational; City: Philadelphia"
"AZ-DC-0031","INAP Phoenix","33.44838","-112.07404","","AZ","Status: operational; City: Phoenix"
"VA-DC-0113","INAP Reston IAD1","38.96872","-77.3411","","VA","Status: operational; City: Reston"
"CA-DC-0098","INAP San Diego","33.0282","-116.77021","","CA","Status: operational; City: San Diego"
"CA-DC-0099","INAP San Francisco 200 Paul","37.77823","-122.4425","","CA","Status: operational; City: San Francisco"
"CA-DC-0100","INAP San Francisco 365 Main","37.77823","-122.4425","","CA","Status: operational; City: San Francisco"
"CA-DC-0101","INAP San Jose Great Oaks","37.33939","-121.89496","","CA","Status: operational; City: San Jose"
"CA-DC-0102","INAP Santa Clara","37.23249","-121.69627","","CA","Status: operational; City: Santa Clara"
"WA-DC-0025","INAP Seattle 120th","47.60621","-122.33207","","WA","Status: operational; City: Seattle"
"WA-DC-0026","INAP Seattle 4th Ave","47.60621","-122.33207","","WA","Status: operational; City: Seattle"
"NJ-DC-0033","INAP Secaucus","40.78955","-74.05653","","NJ","Status: operational; City: Secaucus"
"TX-DC-0129","Infrakey DC Parks - Lacy Lakeview Data District","31.62933","-97.10278","","TX","Status: permitting; City: Lacy Lakeview"
"TX-DC-0130","Infrakey DC Parks - Waco Data Center Park","31.54933","-97.14667","","TX","Status: permitting; City: Waco"
"TX-DC-0131","Infrakey Lacy Lakeview Data District","31.62933","-97.10278","","TX","Status: permitting; City: Lacy Lakeview"
"NM-DC-0003","Innava Albuquerque","35.08449","-106.65114","","NM","Status: operational; City: Albuquerque"
"VA-DC-0114","JK Land Ashburn","39.04372","-77.48749","","VA","Status: announced; City: Ashburn"
"VA-DC-0115","JK Land Greenlin Park","39.11566","-77.5636","","VA","Status: approved; City: Leesburg"
"IL-DC-0056","Joliet Technology Center","41.52519","-88.0834","","IL","Status: approved; City: Joliet"
"IL-DC-0057","Karis DeKalb Campus","41.89353","-88.77031","","IL","Status: permitting; City: DeKalb"
"IL-DC-0058","Karis Hoffman Estates","42.04281","-88.0798","","IL","Status: permitting; City: Hoffman Estates"
"IN-DC-0010","Karis Merrillville","41.48281","-87.33281","","IN","Status: permitting; City: Merrillville"
"IL-DC-0059","Karis Naperville","41.78586","-88.14729","","IL","Status: rejected; City: Naperville"
"OH-DC-0050","Karis New Albany","40.08117","-82.80879","","OH","Status: permitting; City: New Albany"
"TX-DC-0132","Lancium Abilene Clean Campus","32.44874","-99.73314","","TX","Status: operational; City: Abilene"
"TX-DC-0133","Lancium Abilene Clean Campus II-VIII","32.44874","-99.73314","","TX","Status: under_construction; City: Abilene"
"TX-DC-0134","Lancium Big Spring","32.2504","-101.47874","","TX","Status: operational; City: Big Spring"
"TX-DC-0135","Lancium Childress Clean Campus","34.5292","-100.20757","","TX","Status: operational; City: Childress"
"TX-DC-0136","Lancium Clean Campus Abilene","32.44874","-99.73314","","TX","Status: operational; City: Abilene"
"TX-DC-0137","Lancium Fort Stockton Clean Campus","30.89404","-102.87932","","TX","Status: operational; City: Fort Stockton"
"TX-DC-0138","Lancium Lubbock","33.61021","-101.82055","","TX","Status: announced; City: Lubbock"
"TX-DC-0139","Lancium Turkey Clean Campus","34.39256","-100.89764","","TX","Status: announced; City: Turkey"
"IA-DC-0011","LightEdge Des Moines I","41.64416","-93.46466","","IA","Status: operational; City: Altoona"
"IA-DC-0012","LightEdge Des Moines II","41.64416","-93.46466","","IA","Status: operational; City: Altoona"
"MO-DC-0008","LightEdge Kansas City","39.09973","-94.57857","","MO","Status: operational; City: Kansas City"
"MN-DC-0029","LightEdge Minneapolis","44.78941","-93.60218","","MN","Status: operational; City: Chaska"
"AL-DC-0006","Logistics Land Investment Project Marvel","33.40178","-86.95444","","AL","Status: permitting; City: Bessemer"
"NM-DC-0004","Los Alamos National Lab Supercomputing","35.86937","-106.30729","","NM","Status: operational; City: Los Alamos"
"NM-DC-0005","Lumen Albuquerque","35.08449","-106.65114","","NM","Status: operational; City: Albuquerque"
"VA-DC-0116","Lumen Ashburn","39.04372","-77.48749","","VA","Status: operational; City: Ashburn"
"GA-DC-0041","Lumen Atlanta","33.749","-84.38798","","GA","Status: operational; City: Atlanta"
"TX-DC-0140","Lumen Austin","29.88702","-96.27791","","TX","Status: operational; City: Austin"
"MD-DC-0007","Lumen Baltimore","38.48484","-75.82466","","MD","Status: operational; City: Baltimore"
"AL-DC-0007","Lumen Birmingham","33.52066","-86.80249","","AL","Status: operational; City: Birmingham"
"MA-DC-0016","Lumen Boston","42.37649","-71.23561","","MA","Status: operational; City: Waltham"
"NC-DC-0017","Lumen Charlotte","35.22709","-80.84313","","NC","Status: operational; City: Charlotte"
"IL-DC-0060","Lumen Chicago 1","41.85003","-87.65005","","IL","Status: operational; City: Chicago"
"IL-DC-0061","Lumen Chicago 2","41.85003","-87.65005","","IL","Status: operational; City: Chicago"
"IL-DC-0062","Lumen Chicago 3","42.00392","-87.97035","","IL","Status: operational; City: Elk Grove Village"
"IL-DC-0063","Lumen Chicago 4","41.85003","-87.65005","","IL","Status: operational; City: Chicago"
"OH-DC-0051","Lumen Cleveland","41.4995","-81.69541","","OH","Status: operational; City: Cleveland"
"OH-DC-0052","Lumen Columbus","39.96118","-82.99879","","OH","Status: operational; City: Columbus"
"TX-DC-0141","Lumen Dallas 1","32.76663","-96.77787","","TX","Status: operational; City: Dallas"
"TX-DC-0142","Lumen Dallas 2","32.76663","-96.77787","","TX","Status: operational; City: Dallas"
"CO-DC-0023","Lumen Denver 1","39.55388","-104.96943","","CO","Status: operational; City: Highlands Ranch"
"CO-DC-0024","Lumen Denver 2","39.55388","-104.96943","","CO","Status: operational; City: Highlands Ranch"
"CO-DC-0025","Lumen Denver 3","39.64777","-104.98776","","CO","Status: operational; City: Englewood"
"MI-DC-0009","Lumen Detroit","42.47337","-83.22187","","MI","Status: operational; City: Southfield"
"CA-DC-0103","Lumen El Segundo","33.91918","-118.41647","","CA","Status: operational; City: El Segundo"
"HI-DC-0004","Lumen Honolulu","21.30694","-157.85833","","HI","Status: operational; City: Honolulu"
"TX-DC-0143","Lumen Houston","31.31773","-95.42268","","TX","Status: operational; City: Houston"
"IN-DC-0011","Lumen Indianapolis","39.76838","-86.15804","","IN","Status: operational; City: Indianapolis"
"MO-DC-0009","Lumen Kansas City","39.09973","-94.57857","","MO","Status: operational; City: Kansas City"
"NV-DC-0015","Lumen Las Vegas","36.17497","-115.13722","","NV","Status: operational; City: Las Vegas"
"TN-DC-0020","Lumen Memphis","35.14953","-90.04898","","TN","Status: operational; City: Memphis"
"WI-DC-0010","Lumen Milwaukee","43.02172","-87.92908","","WI","Status: operational; City: Milwaukee"
"MN-DC-0030","Lumen Minneapolis","44.97997","-93.26384","","MN","Status: operational; City: Minneapolis"
"WA-DC-0027","Lumen Moses Lake","47.13014","-119.27808","","WA","Status: operational; City: Moses Lake"
"TN-DC-0021","Lumen Nashville","36.16589","-86.78444","","TN","Status: operational; City: Nashville"
"NY-DC-0020","Lumen New York","40.77427","-73.96981","","NY","Status: operational; City: New York"
"NJ-DC-0034","Lumen Newark","40.73566","-74.17237","","NJ","Status: operational; City: Newark"
"NE-DC-0009","Lumen Omaha","41.13667","-95.89084","","NE","Status: operational; City: Bellevue"
"FL-DC-0034","Lumen Orlando","28.53834","-81.37924","","FL","Status: operational; City: Orlando"
"PA-DC-0023","Lumen Philadelphia","40.00764","-75.13396","","PA","Status: operational; City: Philadelphia"
"AZ-DC-0032","Lumen Phoenix 1","33.44838","-112.07404","","AZ","Status: operational; City: Phoenix"
"AZ-DC-0033","Lumen Phoenix 2","33.44838","-112.07404","","AZ","Status: operational; City: Phoenix"
"NJ-DC-0035","Lumen Piscataway NJ","40.49927","-74.39904","","NJ","Status: operational; City: Piscataway"
"PA-DC-0024","Lumen Pittsburgh","40.44062","-79.99589","","PA","Status: operational; City: Pittsburgh"
"OR-DC-0023","Lumen Portland","45.52345","-122.67621","","OR","Status: operational; City: Portland"
"NC-DC-0018","Lumen Raleigh","35.7721","-78.63861","","NC","Status: operational; City: Raleigh"
"CA-DC-0104","Lumen Sacramento","38.44932","-121.34424","","CA","Status: operational; City: Sacramento"
"UT-DC-0015","Lumen Salt Lake City","40.76078","-111.89105","","UT","Status: operational; City: Salt Lake City"
"CA-DC-0105","Lumen San Francisco","37.77823","-122.4425","","CA","Status: operational; City: San Francisco"
"CA-DC-0106","Lumen San Jose","37.33939","-121.89496","","CA","Status: operational; City: San Jose"
"CA-DC-0107","Lumen Santa Clara 1","37.23249","-121.69627","","CA","Status: operational; City: Santa Clara"
"CA-DC-0108","Lumen Santa Clara 2","37.23249","-121.69627","","CA","Status: operational; City: Santa Clara"
"CA-DC-0109","Lumen Santa Clara 3","37.23249","-121.69627","","CA","Status: operational; City: Santa Clara"
"WA-DC-0028","Lumen Seattle 1","47.60621","-122.33207","","WA","Status: operational; City: Seattle"
"WA-DC-0029","Lumen Seattle 2","47.47399","-122.26096","","WA","Status: operational; City: Tukwila"
"WA-DC-0030","Lumen Seattle 3","47.47399","-122.26096","","WA","Status: operational; City: Tukwila"
"MO-DC-0010","Lumen St. Louis","38.64068","-90.44341","","MO","Status: operational; City: St. Louis"
"VA-DC-0117","Lumen Sterling VA DC2","39.00622","-77.4286","","VA","Status: operational; City: Sterling"
"VA-DC-0118","Lumen Sterling VA DC3","39.00622","-77.4286","","VA","Status: operational; City: Sterling"
"VA-DC-0119","Lumen Sterling VA DC4","39.00622","-77.4286","","VA","Status: operational; City: Sterling"
"VA-DC-0120","Lumen Sterling VA DC5","39.00622","-77.4286","","VA","Status: operational; City: Sterling"
"VA-DC-0121","Lumen Sterling VA DC6","39.00622","-77.4286","","VA","Status: operational; City: Sterling"
"VA-DC-0122","Lumen Sterling VA DC7","39.00622","-77.4286","","VA","Status: operational; City: Sterling"
"CA-DC-0110","Lumen Sunnyvale","37.36883","-122.03635","","CA","Status: operational; City: Sunnyvale"
"FL-DC-0035","Lumen Tampa","27.94752","-82.45843","","FL","Status: operational; City: Tampa"
"NJ-DC-0036","Lumen Weehawken","40.76955","-74.02042","","NJ","Status: operational; City: Weehawken"
"OH-DC-0053","MBJ Holdings New Albany Microsoft","40.08117","-82.80879","","OH","Status: operational; City: New Albany"
"VA-DC-0123","Menlo Digital MD-DC1 Herndon","38.96955","-77.3861","","VA","Status: under_construction; City: Herndon"
"VA-DC-0124","Menlo Digital MD-DC2 Sterling","39.00622","-77.4286","","VA","Status: announced; City: Sterling"
"VA-DC-0125","Menlo Digital MD-DC3 Richmond","37.93705","-76.72968","","VA","Status: announced; City: Richmond"
"AZ-DC-0034","Menlo Digital MD-PHX1 Phoenix","33.44838","-112.07404","","AZ","Status: announced; City: Phoenix"
"CA-DC-0111","Menlo Digital MD-SV1 Sunnyvale","37.36883","-122.03635","","CA","Status: announced; City: Sunnyvale"
"IA-DC-0013","Meta Altoona","41.64416","-93.46466","","IA","Status: operational; City: Altoona"
"WI-DC-0011","Meta Beaver Dam","43.45777","-88.83733","","WI","Status: under_construction; City: Beaver Dam"
"OH-DC-0054","Meta Bowling Green","41.37477","-83.65132","","OH","Status: under_construction; City: Bowling Green"
"WY-DC-0003","Meta Cheyenne","41.13998","-104.82025","","WY","Status: under_construction; City: Cheyenne"
"IA-DC-0014","Meta Davenport","41.52364","-90.57764","","IA","Status: announced; City: Davenport"
"IL-DC-0064","Meta DeKalb","41.89353","-88.77031","","IL","Status: operational; City: DeKalb"
"UT-DC-0016","Meta Eagle Mountain","40.31412","-112.00688","","UT","Status: operational; City: Eagle Mountain"
"TX-DC-0144","Meta El Paso","31.76855","-106.23483","","TX","Status: under_construction; City: El Paso"
"NC-DC-0019","Meta Forest City","35.33401","-81.8651","","NC","Status: operational; City: Forest City"
"TX-DC-0145","Meta Fort Worth","32.72541","-97.32085","","TX","Status: operational; City: Fort Worth"
"TN-DC-0022","Meta Gallatin","36.38838","-86.44666","","TN","Status: operational; City: Gallatin"
"VA-DC-0126","Meta Henrico","37.52348","-77.31581","","VA","Status: operational; City: Sandston"
"AL-DC-0008","Meta Huntsville","34.7304","-86.58594","","AL","Status: operational; City: Huntsville"
"IN-DC-0012","Meta Jeffersonville","38.27757","-85.73718","","IN","Status: under_construction; City: Jeffersonville"
"MO-DC-0011","Meta Kansas City","39.09973","-94.57857","","MO","Status: operational; City: Kansas City"
"ID-DC-0002","Meta Kuna","43.49183","-116.42012","","ID","Status: under_construction; City: Kuna"
"IN-DC-0013","Meta Lebanon","40.04837","-86.46917","","IN","Status: announced; City: Lebanon"
"NM-DC-0006","Meta Los Lunas","34.80617","-106.73336","","NM","Status: operational; City: Los Lunas"
"AZ-DC-0035","Meta Mesa","33.42227","-111.82264","","AZ","Status: operational; City: Mesa"
"AL-DC-0009","Meta Montgomery","33.56455","-86.01525","","AL","Status: under_construction; City: Montgomery"
"OH-DC-0055","Meta New Albany","40.08117","-82.80879","","OH","Status: operational; City: New Albany"
"GA-DC-0042","Meta Newton County","33.65623","-83.71823","","GA","Status: expanded; City: Social Circle"
"OR-DC-0024","Meta Prineville","44.29985","-120.83447","","OR","Status: operational; City: Prineville"
"LA-DC-0007","Meta Richland Parish","32.47736","-91.75485","","LA","Status: under_construction; City: Rayville"
"MN-DC-0031","Meta Rosemount","44.73941","-93.12577","","MN","Status: under_construction; City: Rosemount"
"NE-DC-0010","Meta Sarpy County","41.15444","-96.04224","","NE","Status: operational; City: Papillion"
"TX-DC-0146","Meta Temple","31.09823","-97.34278","","TX","Status: under_construction; City: Temple"
"MI-DC-0010","Metrobloks Detroit","42.33143","-83.04575","","MI","Status: announced; City: Detroit"
"IN-DC-0014","Metrobloks Indianapolis","39.76838","-86.15804","","IN","Status: under_construction; City: Indianapolis"
"MO-DC-0012","Metrobloks Kansas City","39.24611","-94.41912","","MO","Status: announced; City: Liberty"
"TX-DC-0147","Metrobloks McAllen","26.20341","-98.23001","","TX","Status: announced; City: McAllen"
"FL-DC-0036","Metrobloks Miami","25.77427","-80.19366","","FL","Status: under_construction; City: Miami"
"AZ-DC-0036","Metrobloks Phoenix","33.44838","-112.07404","","AZ","Status: under_construction; City: Phoenix"
"VA-DC-0127","Microsoft Boydton","36.66764","-78.3875","","VA","Status: operational; City: Boydton"
"TX-DC-0148","Microsoft Castroville","29.35579","-98.87864","","TX","Status: under_construction; City: Castroville"
"WY-DC-0004","Microsoft Cheyenne","41.13998","-104.82025","","WY","Status: operational; City: Cheyenne"
"TX-DC-0149","Microsoft Dallas","32.81402","-96.94889","","TX","Status: announced; City: Irving"
"IA-DC-0015","Microsoft Des Moines","40.92318","-91.18147","","IA","Status: operational; City: Des Moines"
"GA-DC-0043","Microsoft Douglasville","33.7515","-84.74771","","GA","Status: under_construction; City: Douglasville"
"GA-DC-0044","Microsoft East Point","33.67955","-84.43937","","GA","Status: under_construction; City: East Point"
"WA-DC-0031","Microsoft East Wenatchee","47.41568","-120.29313","","WA","Status: operational; City: East Wenatchee"
"AZ-DC-0037","Microsoft El Mirage","33.61309","-112.3246","","AZ","Status: operational; City: El Mirage"
